,Corr,Mean Corr,Std Corr,Runtime
0.4,0.1835,-0.004916666666666671,0.28676928831766874,66.37442111968994
0.45,0.1821,0.0055499999999999924,0.27927669523252385,66.79516458511353
0.5,0.171,-0.0038000000000000117,0.28626192551577656,66.46199893951416
0.55,0.1912,0.007683333333333329,0.28438360487591796,71.97822570800781
0.6,0.1766,0.01545,0.25951902788299225,105.02737498283386
0.6499999999999999,0.1616,-0.010150000000000001,0.24160603434793043,89.94108819961548
0.7,0.173,0.009250000000000003,0.2303265851640521,80.06036067008972
0.75,0.1873,0.03678333333333332,0.1850268936908602,76.11940741539001
0.7999999999999999,0.1772,-0.007099999999999998,0.1911629845620398,73.09256911277771
0.8499999999999999,0.197,0.02628333333333334,0.18252922520943202,76.11878299713135
0.8999999999999999,0.2296,0.05730000000000002,0.1572698636102925,80.18413710594177
